,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
108179,nlsibvBeSc8vfus2KuQatA,"""Handel's Homemade Ice Cream & Yogurt""",Spring Valley,"""10170 W Tropicana Ave, Ste 150""",Las Vegas,NV,89147,36.1015133836,-115.314433873,4.5,264,1,Bakeries;Juice Bars & Smoothies;Food;Patisserie/Cake Shop;Restaurants;Ice Cream & Frozen Yogurt
108195,HWtlFMfQmuIpNsv6EDpNIA,"""Restaurant Manna""",Ville-Marie,"""1421 Bishop Rue""",Montréal,QC,H3G 2E4,45.4971046,-73.5768645,3.5,9,1,Korean;Restaurants
108219,l-HychX9Up6YNIDNxzdgFw,"""Firehouse Subs""",Ballantyne,"""16049-K Johnston Rd""",Charlotte,NC,28277,35.029324,-80.850153,3.5,15,1,Sandwiches;Restaurants;Fast Food;Delis
108220,U9IPxzMp4LbdoiBtTzBWLw,"""Bombay Choupati""",Pierrefonds-Roxboro,"""5011 Boulevard des Sources""",Pierrefonds,QC,H8Y 3E3,45.5083916318,-73.8202876634,4.5,60,1,Restaurants;Indian
108241,SnRJ97wHYu9An11uzXhIeQ,"""Lunch Box""",High Park,"""1731 Bloor Street W""",Toronto,ON,M6P 1B2,43.6546147834,-79.4594764709,3.0,40,1,Sandwiches;Vegetarian;Restaurants;Salad;Breakfast & Brunch
108249,ErzHs0c5EKwLD_YM2ZjsGQ,"""Panda Express""",Southeast,"""6587 Las Vegas Blvd S""",Las Vegas,NV,89119,36.0683897289,-115.178909959,2.0,14,1,Restaurants;Chinese;Fast Food
108252,etTj1OrMW9E2RhBWYfe8cg,"""Marmaris Kebab House""",Newington,"""35 Clerk St""",Edinburgh,EDH,EH8 9JH,55.9422509,-3.1825226,3.5,20,1,Pizza;Fast Food;Turkish;Restaurants
108254,F-RyIw_kNi4a6TCt281j0A,"""Frank's Bratwurst""",Ohio City,"""West Side Market""",Cleveland,OH,44178,41.4846279919,-81.7030921281,4.5,25,1,Hot Dogs;Restaurants;Ethnic Food;Food;Specialty Food;Food Trucks;Sandwiches
108255,l4E8kiB13FWV1p_rGYJLig,"""Bao Now""",The Strip,"""300 W Sahara Ave""",Las Vegas,NV,89102,36.144089,-115.160774,3.5,38,1,Food;Restaurants;Chinese;Coffee & Tea;Dim Sum
108270,wb-OCJAuP1upOefBs7xljQ,"""Santa Fe Mining Company""",Northwest,"""5021 N Rainbow Blvd""",Las Vegas,NV,89130,36.2525984,-115.2433289,3.5,57,1,Pubs;Bars;Nightlife;Restaurants;American (Traditional)
108303,Ey1iEY8yAQG5MEBZPQ_niQ,"""Fremont Hotel & Casino""",Downtown,"""200 Fremont St""",Las Vegas,NV,89101,36.1710681,-115.145324,3.0,269,1,Hotels;Restaurants;Casinos;Arts & Entertainment;Event Planning & Services;Hotels & Travel
108318,k76zkFY6PbIW4T_Riq15pQ,"""Indie Coffee""",Greenbush,"""1225 Regent St""",Madison,WI,53715,43.067526,-89.406553,4.5,93,1,Food;Breakfast & Brunch;Cafes;Restaurants;Coffee & Tea
108322,82-wE5pkxyBKhfxyyZap_A,"""Cafe Modena""",Southeast,"""1725 E Warm Springs Rd, Ste 18""",Las Vegas,NV,89119,36.0573012,-115.1285587,3.0,51,1,Seafood;Pizza;Sandwiches;Restaurants;Food;Desserts;Italian;American (Traditional)
108324,bxCKBd1qsafnKXlWrCK20g,"""Siegel's 1941""",Downtown,"""600 Fremont St""",Las Vegas,NV,89101,36.16884864,-115.13903863,3.0,142,1,American (New);Bars;Cocktail Bars;Restaurants;Steakhouses;Nightlife;Breakfast & Brunch;Sandwiches
108339,tjw1yJdmatifLYHbsI9HGA,"""By The Way""",The Annex,"""400 Bloor Street W""",Toronto,ON,M5S 1X5,43.6660185777,-79.4076473609,3.0,70,1,Middle Eastern;Mediterranean;Mexican;Restaurants
108357,ozEOZdrpZQSePYeSgZhPIA,"""Smoke Signals Bar-B-Q""",Little Portugal,"""1242 Dundas Street W""",Toronto,ON,M6J 1X5,43.6496172,-79.424082,4.0,37,1,Sandwiches;Barbeque;Restaurants
108362,kbUAnpn0QoDWRqFOA_oWMA,"""TO Food Fest""",Scarborough,"""5183 Sheppard Avenue E""",Toronto,ON,M1B 5Z5,43.7945459,-79.2341069,4.0,10,1,Restaurants;Food;Canadian (New);Arts & Entertainment;Festivals
108404,VS6hYqFnqhrtQEcJ96sbMw,"""Bagel Factory""",Old Town,"""Waverley Railway Station Concourse""",Edinburgh,EDH,EH1 1BB,55.9519615,-3.189944,3.5,18,1,Coffee & Tea;Restaurants;Fast Food;Bagels;Food
108406,zEaGcSVPDQipnRdEZp-F6g,"""Dom DeMarco's Pizzeria & Bar""",Westside,"""9785 W Charleston Blvd""",Las Vegas,NV,89117,36.1578224556,-115.31120186,4.0,575,1,Wine Bars;Nightlife;Restaurants;Pizza;Bars;Italian
108408,U9HhVS9rtYAYh4ZVcWWIbg,"""My Camille's""",University City,"""9211 N Tryon St, Ste 9""",Charlotte,NC,28262,35.3122868762,-80.7450616135,4.5,21,1,Salad;Restaurants;Pizza;Juice Bars & Smoothies;Food
108425,PxoBae2DdxirOTdwRIsb2g,"""Don Tortaco""",Southwest,"""10450 S Decatur Blvd, Ste 100""",Las Vegas,NV,89141,35.999466,-115.2075102,2.5,74,1,Fast Food;Mexican;Restaurants
108432,2zx0Pt5OeHhjAZoNRqYTog,"""Fuegos - Steak Tapas Vegan""",Willy St,"""904 Williamson St""",Madison,WI,53703,43.0795862,-89.3695898,4.0,96,1,Spanish;Vegan;Vegetarian;Tapas Bars;Steakhouses;Tapas/Small Plates;Restaurants
108433,NvKNe9DnQavC9GstglcBJQ,"""Grand Lux Cafe""",The Strip,"""3355 Las Vegas Blvd S""",Las Vegas,NV,89109,36.121822,-115.168855,4.0,2490,1,Desserts;American (New);Sandwiches;American (Traditional);Restaurants;Food
108446,hDi7cCBMKKIJq5gI9UvYTQ,"""Mama Pepino's""",Homestead,"""607 William Marks Way""",Munhall,PA,15120,40.4101014,-79.9024755,2.5,10,1,Pizza;Restaurants
108456,l6ChWz5fwhkvuEmThuFl5w,"""Mother Fool's Coffeehouse""",Williamson - Marquette,"""1101 Williamson St""",Madison,WI,53703,43.0819293,-89.36579,3.5,74,1,Vegan;Coffee & Tea;Restaurants;Food
108465,Oxz7xIKw2iJhxU-V_jpX7A,"""La Piazzetta""",Ville-Marie,"""1101 Rue Sainte-Catherine Est""",Montréal,QC,H2L 2G6,45.5176923,-73.5571057,3.5,31,1,Pizza;Italian;Restaurants
108477,m_rvCLB8j10NeUZPzuK1fA,"""Crown Pastries""",Scarborough,"""2086 Lawrence Avenue E""",Toronto,ON,M1R 2Z5,43.7458612,-79.2927146,4.5,10,1,Middle Eastern;Desserts;Bakeries;Food;Restaurants
108491,mwZrxaSiSvMaRo9dMdBDAg,"""Au Petit Resto""",Plateau-Mont-Royal,"""4732 Avenue Papineau""",Montréal,QC,H2H 1V3,45.5340089,-73.577424,4.5,6,1,French;Restaurants
108493,dWk0mbhj79pK3WBp5oLtpw,"""Rí Rá Irish Pub""",The Strip,"""3950 S Las Vegas Blvd""",Las Vegas,NV,89119,36.093715,-115.176623,4.0,932,1,Irish;Restaurants;Pubs;Bars;Nightlife
108516,hTSIT3puu8m8-kOZYS4Zdg,"""Ohio City Burrito""",Ohio City,"""1844 W 25th St""",Cleveland,OH,44113,41.4859914,-81.7051455,3.5,183,1,Mexican;Restaurants
108520,pSMK_FtULKiU-iuh7SMKwg,"""Blaze Fast-Fire'd Pizza""",Ryerson,"""10 Dundas Street East, #124""",Toronto,ON,M5B 2G9,43.6565313337,-79.3800427474,4.5,333,1,Restaurants;Gluten-Free;Fast Food;Salad;Pizza
108521,85SnEWWFSm8z0EDupfTO7w,"""Maple Garden Chinese Restaurant""",Maple,"""10065 Keele Street""",Maple,ON,L6A 1W4,43.8566241,-79.512542,3.5,11,1,Food;Chinese;Restaurants;Specialty Food;Imported Food;Ethnic Food
108529,qQsrcouREdFUk4adim1uEA,"""Mamajoun Armenian Pizzeria""",Scarborough,"""209 Ellesmere Road, Unit 6""",Toronto,ON,M1R 4E2,43.7602969,-79.3027818,4.5,71,1,Restaurants;Sandwiches;Food;Bakeries;Pizza;Fast Food
108536,XKPosZx2j4RHcZ8Ewdwj0A,"""Leméac""",Outremont,"""1045 Avenue Laurier Ouest""",Montréal,QC,H2V 2L1,45.5182769,-73.5972169,4.0,194,1,Restaurants;French
108557,JQLi-Ow9pg391iMzw5LSwg,"""Mary's Hash House""",Westside,"""2605 S Decatur Blvd, Ste 103""",Las Vegas,NV,89102,36.142094,-115.209418,4.0,347,1,Breakfast & Brunch;Restaurants
108581,3Jq5LfJ5fmJ5KmuA6VHmzw,"""Topgolf""",Eastside,"""4627 Koval Ln""",Las Vegas,NV,89109,36.1059960332,-115.164722298,4.0,706,1,Active Life;Bars;Golf;American (New);Restaurants;Nightlife
108594,5AabBubhVCZXHmBBuibFtg,"""Arabesque Middle Eastern Foods""",Dufferin Grove,"""1068 College Street""",Toronto,ON,M6H 1A9,43.6530671,-79.4309392,5.0,20,1,Restaurants;Middle Eastern
108612,CIUI73p0D9TSCUvNznn_Eg,"""Bruegger's Bagels""",Tower City,"""Cleveland Hopkins Int'l Airport""",Cleveland,OH,44135,41.49932,-81.6943605,3.0,28,1,Sandwiches;Breakfast & Brunch;Bagels;Food;Restaurants
108617,xjn4s7PzMw-OrxLSXdc7KA,"""Korean BBQ""",Unionville,"""3255 Highway 7 E, Unit 251""",Markham,ON,L3R 9W6,43.8602771847,-79.3161392212,2.5,8,1,Restaurants;Korean
108618,0Ep4hO6IBLTO0VqBjYhvZQ,"""Pierrette Patates""",Verdun,"""3900 Rue de Verdun""",Verdun,QC,H4G 1K9,45.4649766,-73.570974,4.5,6,1,Fast Food;Restaurants;Hot Dogs;Burgers
108644,IyztSLh2SHjIpl8fDak4vQ,"""New Town Deli""",New Town,"""42 Broughton Street, New Town""",Edinburgh,EDH,EH1 3SA,55.9586410522,-3.1905360222,3.5,10,1,Restaurants;Delis
108673,7oEKIG7d1ttPRejppZ3WIA,"""Lady Marmalade""",Leslieville,"""898 Queen Street E""",Toronto,ON,M4M 1J3,43.6605167515,-79.3431122999,4.0,418,1,Breakfast & Brunch;Mexican;Italian;Restaurants
108685,XTSqlsyCiSJRVW095PwXSw,"""Burro Burrito""",Niagara,"""797 King Street W""",Toronto,ON,M5V 1N4,43.6429076,-79.4070737,5.0,6,1,Mexican;Restaurants
108693,LqU6N7VdRc6Z_SQbFCfqlQ,"""Gerry's Delicatessen""",Mercier-Hochelaga-Maisonneuve,"""3982 Rue Ontario E""",Montréal,QC,H1W 1S9,45.5493544,-73.54183,3.0,14,1,Sandwiches;Pizza;Delis;Restaurants
108694,W5LqZikASAOuLFeFveWpPw,"""Subway""",Oakland,"""418 S Craig St""",Pittsburgh,PA,15213,40.4447571,-79.9489526,2.5,20,1,Fast Food;Restaurants;Sandwiches
108702,oeW0vIYd3rUnAPgmD4fEFg,"""Deluca's Diner""",Strip District,"""2015 Penn Ave""",Pittsburgh,PA,15222,40.4515431,-79.9837258,4.0,490,1,Breakfast & Brunch;Restaurants
108703,RNO7SRmfVi0CyXjtPhXELg,"""Mellow Mushroom""",Myers Park,"""2820 Selwyn Ave, Ste 100""",Charlotte,NC,28209,35.1745897432,-80.8400290338,3.5,167,1,Gluten-Free;Restaurants;Pizza;Bars;Sports Bars;Sandwiches;Nightlife
108706,3RlylOY452bA8rwliPUeUQ,"""Miss Korea""",Downtown Core,"""687 Yonge Street""",Toronto,ON,M4Y 2B2,43.6689362,-79.3862171,3.0,89,1,Korean;Restaurants
108713,xD7cl0fmr_nPbuCOro_vYA,"""Remo's Place""",Etobicoke,"""10 Taber Road""",Etobicoke,ON,M9W 3A4,43.7191961,-79.5724625,4.5,10,1,Restaurants;Italian;Pizza
108720,n44grut83X0UiRZCA-O1fw,"""Patisserie La Cigogne""",The Danforth,"""1419 Danforth Avenue""",Toronto,ON,M4J 1N4,43.6825006,-79.3269851,3.5,67,1,Food;Bakeries;Breakfast & Brunch;Desserts;Restaurants
108728,IUe5DI53ZH2_U8B0PKJ5sw,"""Crepe Station""",Sunrise,"""5051 Stewart Ave, Ste 111""",Las Vegas,NV,89110,36.1659799573,-115.0639202,4.5,37,1,Coffee & Tea;Creperies;Restaurants;Food;Desserts
108737,Qe7yHDU5SPTsLVqQ6Cgnsw,"""Ensign Ewart""",Old Town,"""521 Lawnmarket""",Edinburgh,EDH,EH1 2PE,55.9493322,-3.1942351,4.0,18,1,Nightlife;Restaurants;Pubs;Bars;Scottish
108760,BlrvqjGanZvjlNsnIyvAXQ,"""Regina Pizzeria & Trattoria""",Bickford Park,"""782 College Street""",Toronto,ON,M6G 1C6,43.654881,-79.420858,4.0,48,1,Italian;Restaurants;Pizza
108761,U8ubLSxnCKRAJRmN1XWZaA,"""Oak Steakhouse Charlotte""",South Park,"""4777 Sharon Rd""",Charlotte,NC,28210,35.1465718,-80.8312085,4.5,42,1,Steakhouses;Restaurants
108783,CAxHrXoPrbf0e0AYFPhv6g,"""Village Pub & Poker""",Southeast,"""8515 S Eastern Ave""",Las Vegas,NV,89123,36.0343529,-115.1191623,4.0,75,1,Burgers;Arts & Entertainment;Casinos;Bars;Breweries;Restaurants;Salad;Sandwiches;Food;Nightlife;Pubs
108786,UFthIIorkchiGj_5ThZ1Uw,"""Rainforest Cafe""",The Strip,"""3717 S Las Vegas Blvd""",Las Vegas,NV,89109,36.1088741512,-115.171956647,3.0,186,1,Restaurants;Party & Event Planning;Cafes;American (Traditional);Event Planning & Services
108797,OSqxmZQ3YoDm17KWXEKgew,"""Dundas Pizza""",The Junction,"""3088 Dundas Street W""",Toronto,ON,M6P 1Z8,43.6657719,-79.472741,2.5,7,1,Restaurants;Pizza
108819,64ZPMllrqdrVNXMEQIvXhw,"""Cherry Blossom Chinese Restaurant""",Arboretum,"""8206 Providence Rd, Ste 1500""",Charlotte,NC,28277,35.09536,-80.7783134,2.5,39,1,Food;Barbeque;Seafood;Chinese;Specialty Food;Ethnic Food;Soup;Restaurants
108837,nWD8OWd_DAXGubGpFenmiw,"""La Hacienda Restaurant""",Trinity Bellwoods,"""640 Queen Street W""",Toronto,ON,M6J 1E4,43.6469271,-79.4061574,2.5,50,1,Restaurants;Mexican
108839,sJVVPwW8iDow23gEJvyFkQ,"""RUBS American BBQ""",Laval,"""699 Boulevard Curé-Labelle""",Laval,QC,H7L 5R7,45.589136835,-73.7873706673,4.0,91,1,Sandwiches;Southern;Restaurants;Barbeque
108848,obrbOqA5Pxita02b0rcGrg,"""Pizza Pizza""",Ryerson,"""346 Yonge Street""",Toronto,ON,M5B 1R8,43.6577514,-79.3817333,3.0,8,1,Italian;Pizza;Chicken Wings;Restaurants
108852,kXf-SBVDlZXEdv9RupkN7Q,"""Farine""",Plateau-Mont-Royal,"""102 Saint-Viateur O""",Montréal,QC,H2T 2L1,45.5244186,-73.6000477,4.5,21,1,Italian;Specialty Food;Breakfast & Brunch;Sandwiches;Food;Cafes;Restaurants;Pizza;Bakeries
108855,b8-lt7cnQpcvHM6Qre-WZA,"""The Beer Kitchen By Innis & Gunn""",Old Town,"""81-83 Lothian Road""",Edinburgh,EDH,EH3 9AW,55.9464729433,-3.2054315507,4.0,53,1,Breakfast & Brunch;Seafood;Bars;Restaurants;Nightlife
108878,rBOpDqeQl0J_fbDtY-cWxg,"""Bumpkins Restaurant""",Church-Wellesley Village,"""21 Gloucester Street""",Toronto,ON,M4Y 1L8,43.6666183,-79.3841095,3.5,20,1,French;Restaurants
108884,EZ4TljJvGenxrkM4JsqtZg,"""Sushi-ko""",Northwest,"""7101 W Craig Rd""",Las Vegas,NV,89129,36.2399544742,-115.249610856,3.5,297,1,Sushi Bars;Restaurants;Teppanyaki;Japanese
108888,LsSDMaviIxMa_beKHr4nrQ,"""Queen Sheba""",Plateau-Mont-Royal,"""4525 Avenue du Parc""",Montréal,QC,H2V 4E4,45.5172706,-73.5898543,4.0,15,1,Restaurants;Ethiopian
108948,7qnFJVAAmSYmmzC9kio-4w,"""Taco Bell""",Starmount,"""5518 South Blvd""",Charlotte,NC,28217,35.161153,-80.876261,2.5,10,1,Tex-Mex;Fast Food;Restaurants;Mexican
108953,Ec9CBmL3285XkeHaNp-bSQ,"""District One""",Chinatown,"""3400 S Jones Blvd, Ste 8""",Las Vegas,NV,89146,36.1274286041,-115.22407185,4.0,1132,1,Dive Bars;Seafood;Restaurants;Asian Fusion;Bars;Nightlife;Vietnamese;Sports Bars
108964,V_Hr7xN9AwpzjKSaoTjREw,"""Metropolis Cafe""",Yorkville,"""2 Bloor Street W""",Toronto,ON,M4W 3E2,43.6705059,-79.3871564,3.0,6,1,Restaurants;Korean
108969,8wzmMErtIDTVhQZDAC0gdQ,"""Brit & Chips""",Ville-Marie,"""1390 Boulevard de Maisonneuve O""",Montreal,QC,H3G 2B6,45.4975156,-73.5780037,3.0,12,1,Restaurants;Fish & Chips
108974,-FNquqGseSCVMWo7KbK-Tg,"""Chipotle Mexican Grill""",University,"""4530 S Maryland Pkwy""",Las Vegas,NV,89119,36.1070796309,-115.137064488,3.5,119,1,Restaurants;Mexican;Fast Food
108996,dEty4GN0TJIbdIlMioW8cg,"""Jimmy John's""",Faircrest,"""6130 Mineral Point Rd""",Madison,WI,53705,43.0612516,-89.4858653,1.5,16,1,Sandwiches;Food Delivery Services;Restaurants;Delis;Food
109006,RYBGhnFtyZGjlREEfcRFrg,"""Tram's Kitchen""",Bloomfield,"""4050 Penn Ave""",Pittsburgh,PA,15224,40.4653491,-79.955948,4.0,277,1,Vietnamese;Restaurants
109031,B6nhGEqt6rzXw6TwltTspA,"""PIZZAFIRE""",Gateway District,"""236 Euclid Ave""",Cleveland,OH,44114,41.4994039,-81.6912784,3.5,76,1,Pizza;Salad;Restaurants
109033,I6EDDi4-Eq_XlFghcDCUhw,"""Joes Seafood Prime Steak & Stone Crab""",The Strip,"""3500 Las Vegas Blvd S, Ste R-05""",Las Vegas,NV,89109,36.1189331996,-115.173751944,4.5,2024,1,Bars;Seafood;Wine Bars;Nightlife;Steakhouses;Restaurants
109038,DAqAinEAZkyouNaeZD0OxA,"""Peter Piper Pizza""",Southeast,"""6081 S Eastern Ave""",Las Vegas,NV,89119,36.0796727306,-115.119511373,3.5,39,1,Pizza;Food;Chicken Wings;Desserts;Restaurants
109055,31mm5EtlmT4557BTYAFOrA,"""China Gourmet""",Chinatown,"""5150 Spring Mountain Rd, Ste 15""",Las Vegas,NV,89146,36.126426,-115.211517,4.0,8,1,Chinese;Restaurants
109057,k8BqCejnaMlw7aoVthvqyw,"""The Bootlegger Italian Bistro""",Southeast,"""7700 Las Vegas Blvd S, Ste 1""",Las Vegas,NV,89123,36.048992157,-115.171539307,4.0,755,1,Restaurants;Venues & Event Spaces;Event Planning & Services;Italian
109068,MyDFeohoa_sZoQHycqO3wA,"""La Station des Sports""",Ville-Marie,"""2051 Rue Sainte-Catherine Ouest""",Montréal,QC,H3H 1M6,45.491875,-73.581818,2.5,86,1,Burgers;Bars;Barbeque;Sports Bars;Restaurants;Nightlife
109086,zg5rJfgT4jhzg1d6r2twnA,"""Big Smoke Burger""",Yorkville,"""830 Yonge Street""",Toronto,ON,M4W 2H1,43.6712532,-79.3874842,3.5,154,1,Restaurants;Burgers
109087,anGYRueZJKYCJefKFccfjA,"""Made In China Hot Pot""",Milliken,"""3280 Midland Ave E, Unit 27-28""",Toronto,ON,M1V 0C7,43.8061957243,-79.2884922765,3.5,60,1,Restaurants;Chinese;Hot Pot
109097,Luo-X2jWL24FA7FJaRV81Q,"""No 1 Sushi Bar""",Tollcross,"""37 Home Street, Tollcross""",Edinburgh,EDH,EH3 9JP,55.9429129,-3.2034181,3.5,27,1,Japanese;Sushi Bars;Restaurants
109106,42DvUONuqa1mC1YbnZ0o0w,"""Taco Bell""",Steele Creek,"""13121 S Tryon St""",Charlotte,NC,28278,35.1009648,-80.992128,2.5,12,1,Fast Food;Restaurants;Mexican
109118,pYL6JqKtqlMNXbWonw3yNA,"""Arby's""",Anthem,"""10365 S Eastern Ave""",Henderson,NV,89052,36.0016516,-115.1085481,1.5,37,1,Fast Food;Sandwiches;Restaurants
109124,h5nqSouJ2cIVXDIIs_V5Pw,"""Restaurant At The Bonham""",West End,"""35 Drumsheugh Gardens""",Edinburgh,EDH,EH3 7RN,55.9514469,-3.215832,3.5,9,1,Restaurants;French
109143,zBRW2fcm8Zr3R0vpRtn9vA,"""Starbucks""",Pine Grove,"""3900 Highway 7, Unit 1""",Woodbridge,ON,L4L 1A6,43.7886858576,-79.5533877909,4.0,12,1,Cafes;Restaurants;Food;Coffee & Tea
109145,r76Jr-MchYOobglY6TguzQ,"""Taco Tijuana""",Notre-Dame-de-Grâce,"""5893 Rue Sherbrooke O""",Montréal,QC,H4A 1X6,45.4690489,-73.6191724,4.0,42,1,Mexican;Restaurants
109195,7UtqNjjd9D6oU7UcT2nxig,"""Capriotti's Sandwich Shop""",Westside,"""8450 W Sahara Ave, Ste 116""",Las Vegas,NV,89117,36.1445189,-115.2757054,3.5,82,1,Sandwiches;Restaurants
109209,zYbEKtLeosxhTzF4zSRIyA,"""Rumi's Market and Deli""",Fairfax,"""8225 Carnegie Ave""",Cleveland,OH,44103,41.5013407,-81.6304248,3.0,19,1,Food;Specialty Food;Ethnic Food;Delis;Middle Eastern;Restaurants;Grocery
109215,88wGoNiuZlUxpyeUhwb5hQ,"""Luke and Mike's Frontporch""",Aspinwall,"""235 Commercial Ave""",Pittsburgh,PA,15215,40.4902106,-79.9035091,3.5,38,1,American (New);Restaurants
109221,2p5J9bc0acslM4XBNcXAJQ,"""Papa John's Pizza""",Eken Park,"""2604 E Washington Ave""",Madison,WI,53704,43.1008373163,-89.3489094618,3.0,7,1,Restaurants;Pizza
109231,YVjJtgHSiovqeQRYqRvYQQ,"""Original Chicken & Ribs""",Biddleville,"""1100 Beatties Ford Rd""",Charlotte,NC,28216,35.252967,-80.855942,4.0,10,1,Caterers;Event Planning & Services;Restaurants;Barbeque
109233,Wh_-S_tJvma15bxjSJjrWw,"""Saiko Bistrot Izakaya""",Ville-Marie,"""1065 Côte du Beaver Hill""",Montréal,QC,H2Z 1S5,45.5023943,-73.564791,4.0,68,1,Japanese;Sushi Bars;Restaurants
109235,UYh1N1xQhOh-a7nX92xPzQ,"""Brio Tuscan Grille""",Southeast,"""6653 Las Vegas Blvd""",Las Vegas,NV,89119,36.0681523873,-115.175929912,4.0,1048,1,Nightlife;Tuscan;Bars;Italian;Gluten-Free;Restaurants;Pizza;Cocktail Bars
109240,N6MzDoao6s68nAIW8vS9dQ,"""Biaggio's Pizzeria""",Spring Valley,"""4235 S Fort Apache Rd, Ste 160""",Las Vegas,NV,89147,36.1121815,-115.2980281,4.5,558,1,Specialty Food;Pasta Shops;Restaurants;Italian;Pizza;Food
109244,KLwTrBLp9ClmH35ZBAlbYg,"""Restaurant Sai Gwan""",Ville-Marie,"""14 Rue de la Gauchetiere E""",Montréal,QC,H2X 1P3,45.5105489815,-73.5608419683,4.0,22,1,Chinese;Dim Sum;Restaurants
109260,WexmqiCQfCMrlRbMjCZx0w,"""Double Pizza""",Ville-Marie,"""1632 Boul De Maisonneuve O, 1632 De Maisonneuve Boul W""",Montréal,QC,H3H 1J5,45.495179,-73.5798492,2.5,12,1,Pizza;Restaurants
109272,hwzkl9tjfRX4mQPe1mZKug,"""Orange Fish Sushi House""",Lorne Park,"""1107 Lorne Park Road""",Mississauga,ON,L5H 3A1,43.5319595,-79.6126427,3.0,8,1,Sushi Bars;Restaurants;Seafood
109288,pomGBqfbxcqPv14c3XH-ZQ,"""Leticia's Mexican Cocina""",Centennial,"""7585 Norman Rockwell Ln, Bldg 1""",Las Vegas,NV,89143,36.2988751854,-115.280088186,4.0,1030,1,Restaurants;Nightlife;Bars;Mexican
109312,7zzYJ1zTCGXw3EI2AumUfA,"""Pocha de Marie""",Côte-des-Neiges,"""5349 Avenue Gatineau""",Montréal,QC,H3T 1X1,45.497267,-73.621681,4.5,17,1,Restaurants;Korean
109321,kxr3yoJijtkzqyWu7zJzqg,"""McDonalds""",Summerlin,"""1980 Village Ctr Cir""",Las Vegas,NV,89134,36.1918638,-115.3059833,2.0,53,1,Fast Food;Restaurants
109327,0UESjBq6_kPjCs4zPh4oEQ,"""Chicke Now""",The Strip,"""3700-3734 Koval Ln""",Las Vegas,NV,89169,36.1219516351,-115.166486518,3.5,9,1,Restaurants;American (New);Chicken Shop
109341,4Pl-ziYL2oerGyIPlwVdmA,"""Chuchote Thai Bistro & Desserts""",Westside,"""4105 W Sahara Ave""",Las Vegas,NV,89102,36.1440225,-115.195896,4.5,60,1,Restaurants;Food;Desserts;Thai
109350,-iQdfdTpXa3Y-WC5OJGTfw,"""Saloon Bistro Bar""",Ville-Marie,"""1333 Rue Sainte-Catherine Est""",Montréal,QC,H2L 2H4,45.5198802994,-73.555049649,3.5,75,1,Restaurants;Bars;Canadian (New);International;Nightlife
109359,FvVSy2r7_zDEhZWqLgjXNQ,"""The Bagel Cafe""",Westside,"""301 N Buffalo Dr""",Las Vegas,NV,89145,36.1759103,-115.260485,4.0,813,1,Restaurants;Bagels;Breakfast & Brunch;Comfort Food;Bakeries;Coffee & Tea;Food;Delis;Cafes
109381,0R8eMs5RATyUEKLUTY_4YQ,"""L'Express St Zotique""",Rosemont-La Petite-Patrie,"""555 Rue Saint-Zotique E""",Montréal,QC,H2S 1M2,45.5369439,-73.6074006,5.0,6,1,Sandwiches;Restaurants;Salad;Juice Bars & Smoothies;Convenience Stores;Food
109391,qw9SyduMZ53KB6GlBQqvZQ,"""Bosa Boba Cafe""",Chinatown,"""3355 Spring Mountain Rd, Ste 35""",Las Vegas,NV,89102,36.1259599,-115.1848457,5.0,55,1,Vietnamese;Bubble Tea;Sandwiches;Food;Coffee & Tea;Restaurants
109416,X5oaz9_MVz-1ng83HuI4ZQ,"""Wisconsin Brewing Tap Haus""",Capitol,"""107 State St""",Madison,WI,53703,43.0747315,-89.3869838,3.0,112,1,Breweries;Bars;American (Traditional);Restaurants;Food;Nightlife;Pubs
109423,adfELKOWudmET4s_yZ68CQ,"""Han Shi Fang""",Milliken,"""3250 Midland Avenue, Unit G101""",Toronto,ON,M1V 0C4,43.8049330426,-79.2888099394,3.0,33,1,Hot Pot;Restaurants;Chinese
109428,DM0-HbO568_Ykzxwse6lwA,"""Oishii Sushi""",Plateau-Mont-Royal,"""277 Rue Bernard O""",Montréal,QC,H2V 1T5,45.5240053,-73.605427,3.5,21,1,Sushi Bars;Restaurants;Japanese
109432,QGUeajuwtOSegh7JbrbuXA,"""Church Aperitivo Bar""",Beaconsfield Village,"""1090 Queen Street W""",Toronto,ON,M6J 1H7,43.6435217,-79.4223131,3.5,39,1,Music Venues;Nightlife;Bars;Italian;Restaurants;Arts & Entertainment
109442,CIF-zvPmVk-hVqExQmvw-g,"""Paramount Fine Foods""",Erin Mills,"""2635 Eglinton Avenue W""",Mississauga,ON,L5M 7E1,43.55648602,-79.7100194861,3.0,96,1,Middle Eastern;Restaurants
109455,PaU0Z2Zho5dK6BlSz4XjiA,"""Erin's Fine Foods Deli""",Downtown,"""210 6th Ave""",Pittsburgh,PA,15222,40.4423639516,-80.0000734166,3.5,24,1,Desserts;Restaurants;Food;Delis;Coffee & Tea;Event Planning & Services;Caterers;American (New)
109468,hDyc9DdjGldhxis5E1rd3w,"""POKE POKU  Hawaiian Poke bar""",Southwest,"""7460 S Rainbow Blvd, Ste 105""",Las Vegas,NV,89139,36.0531631747,-115.241380708,4.5,237,1,Poke;Hawaiian;Food;Restaurants;Salad
